Clapeyron Database File,,,,,,,
UNIFAC Unlike Parameters,,,,,,,
species1,SMILES1,species2,SMILES2,A,B,C,source
CH3N~|~CH2N,,ACCH3~|~ACCH2~|~ACCH,,978.3,-6.481,0.007088,
ACNH2,,ACCH3~|~ACCH2~|~ACCH,,3969,8.497001,-0.005945,
AC2H2N~|~AC2HN~|~AC2N,,ACCH3~|~ACCH2~|~ACCH,,1698.1,-9.8887,0.0153,
CH3CN~|~CH2CN,,ACCH3~|~ACCH2~|~ACCH,,170.1,-0.8218,0,
COOH,,ACCH3~|~ACCH2~|~ACCH,,29.747,0,0,
CH2CL~|~CHCL~|~CCL,,ACCH3~|~ACCH2~|~ACCH,,113.07,-0.59569,0,
CH2CL2~|~CHCL2~|~CCL2,,ACCH3~|~ACCH2~|~ACCH,,-75.01,-0.42684,0,
CCL3,,ACCH3~|~ACCH2~|~ACCH,,-38.939,-0.19378,0,
CCL4,,ACCH3~|~ACCH2~|~ACCH,,107.8,-0.6785,0,
ACCL,,ACCH3~|~ACCH2~|~ACCH,,-69.23,-0.7359,0,
CH3NO2~|~CH2NO2~|~CHNO2,,ACCH3~|~ACCH2~|~ACCH,,1014,-4.702,0.004381,
ACNO2,,ACCH3~|~ACCH2~|~ACCH,,1931.39,-5.15065,4.52E-07,
CS2,,ACCH3~|~ACCH2~|~ACCH,,-1494,7.679,-0.01225,
FURFURAL,,ACCH3~|~ACCH2~|~ACCH,,181.2,-1.081,0,
DOH,,ACCH3~|~ACCH2~|~ACCH,,1041.33,-5.2068,0.00717,
I,,ACCH3~|~ACCH2~|~ACCH,,448.8,-0.9919,0,
BR,,ACCH3~|~ACCH2~|~ACCH,,-156.7,0.1221,0,
DMSO,,ACCH3~|~ACCH2~|~ACCH,,178.6,-0.7113,0,
CL-(C=C),,ACCH3~|~ACCH2~|~ACCH,,-115.9,-0.02925,0,
ACF,,ACCH3~|~ACCH2~|~ACCH,,-13.15,0.001763,0,
DMF~|~HCON(..,,ACCH3~|~ACCH2~|~ACCH,,64.28,-0.5839,0,
CF3~|~CF2~|~CF,,ACCH3~|~ACCH2~|~ACCH,,153.32,0,0,
COO,,ACCH3~|~ACCH2~|~ACCH,,-736.8,3.332,0,
CY-CH2~|~CY-CH~|~CY-C,,ACCH3~|~ACCH2~|~ACCH,,191.5,-0.5561,0,
THF~|~CY-CH2O~|~TRIOXAN,,ACCH3~|~ACCH2~|~ACCH,,199.48,0.033695,0,
HCOOH,,ACCH3~|~ACCH2~|~ACCH,,291.65,-1.2039,0,
CHCL3,,ACCH3~|~ACCH2~|~ACCH,,-248.3,0.25471,0,
NMP~|~NEP~|~NIPP~|~NTBP,,ACCH3~|~ACCH2~|~ACCH,,763.57,-1.3961,0,
CONH2~|~CONHCH3~|~CONHCH2,,ACCH3~|~ACCH2~|~ACCH,,340.91,-1.008,0,
AM(CH3)2~|~AMCH3CH2~|~AM(CH2)2,,ACCH3~|~ACCH2~|~ACCH,,246.08,-0.8198,-0.000137,
HCONHCH3~|~HCONHCH2,,ACCH3~|~ACCH2~|~ACCH,,119.767,-0.608934,0.000607,
AC2H2S~|~AC2HS~|~AC2S,,ACCH3~|~ACCH2~|~ACCH,,-139.78,0.1146,0,
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,,ACCH3~|~ACCH2~|~ACCH,,102.04,0,0,
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,,ACCH3~|~ACCH2~|~ACCH,,562.34,-3.4373,0.00633,
(CH2)2SU~|~CH2SUCH,,ACCH3~|~ACCH2~|~ACCH,,1661.26,-8.697001,0.01424,
CH3S~|~CH2S~|~CHS,,ACCH3~|~ACCH2~|~ACCH,,-305.273,0.669085,0,
C3H2N2+~|~C3H3N2+,,ACCH3~|~ACCH2~|~ACCH,,365.3965,-1.20387,-0.0007792,
BTI-,,ACCH3~|~ACCH2~|~ACCH,,-134.6708,1.38462,0,
C4H8N+,,ACCH3~|~ACCH2~|~ACCH,,4101.374,-1.19824,-0.0186009,
BF4-,,ACCH3~|~ACCH2~|~ACCH,,1259.47,-1.91791,0,
C5H5N+~|~C5H4N+,,ACCH3~|~ACCH2~|~ACCH,,3997.18,-2.994,0,
OTF-,,ACCH3~|~ACCH2~|~ACCH,,-998.0735,4.48792,0,
-S-S-,,ACCH3~|~ACCH2~|~ACCH,,15.0501,0,0,
SO4~|~HSO4,,ACCH3~|~ACCH2~|~ACCH,,-281.4692,1.00738,0,
PF6,,ACCH3~|~ACCH2~|~ACCH,,3792.062,-2.55407,-0.0217293,
CH3OH,,OH (P)~|~OH (S)~|~OH (T),,-1218.2,9.7928,-0.016158,
H2O,,OH (P)~|~OH (S)~|~OH (T),,1460,-8.673,0.01641,
ACOH,,OH (P)~|~OH (S)~|~OH (T),,465.4,-1.841,0,
CH3CO~|~CH2CO,,OH (P)~|~OH (S)~|~OH (T),,653.3,-1.412,0.000954,
CHO,,OH (P)~|~OH (S)~|~OH (T),,1590,-24.57,0.06212,
CH3COO~|~CH2COO,,OH (P)~|~OH (S)~|~OH (T),,310.4,1.538,-0.004885,
HCOO,,OH (P)~|~OH (S)~|~OH (T),,839.6,-1.215,0,
CH3O~|~CH2O~|~CHO,,OH (P)~|~OH (S)~|~OH (T),,650.9,-0.7132,0.000815,
CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,,OH (P)~|~OH (S)~|~OH (T),,-75.63,-0.1511,0,
CH3NH~|~CH2NH~|~CHNH,,OH (P)~|~OH (S)~|~OH (T),,-660.2,1.743,0,
CH3N~|~CH2N,,OH (P)~|~OH (S)~|~OH (T),,1876,11.5,0.09,
ACNH2,,OH (P)~|~OH (S)~|~OH (T),,1325,-6.263,0.007584,
AC2H2N~|~AC2HN~|~AC2N,,OH (P)~|~OH (S)~|~OH (T),,-643.09,2.9346,-0.0055,
CH3CN~|~CH2CN,,OH (P)~|~OH (S)~|~OH (T),,-46,4.415,-0.00878,
COOH,,OH (P)~|~OH (S)~|~OH (T),,1525.8,-4.9155,0,
CH2CL~|~CHCL~|~CCL,,OH (P)~|~OH (S)~|~OH (T),,2177,-4.363,0,
CH2CL2~|~CHCL2~|~CCL2,,OH (P)~|~OH (S)~|~OH (T),,2389,-4.509,0,
CCL3,,OH (P)~|~OH (S)~|~OH (T),,963.37,0,0,
CCL4,,OH (P)~|~OH (S)~|~OH (T),,3139,-5.964,0,
ACCL,,OH (P)~|~OH (S)~|~OH (T),,3664,34.13,0.002987,
CH3NO2~|~CH2NO2~|~CHNO2,,OH (P)~|~OH (S)~|~OH (T),,1091,-1.274,0,
ACNO2,,OH (P)~|~OH (S)~|~OH (T),,316.6,0,0,
FURFURAL,,OH (P)~|~OH (S)~|~OH (T),,616.5,-0.1457,0,
DOH,,OH (P)~|~OH (S)~|~OH (T),,-468.8,2.421,0,
I,,OH (P)~|~OH (S)~|~OH (T),,774.7,0,0,
BR,,OH (P)~|~OH (S)~|~OH (T),,1439,-1.673,0,
CH=-C~|~C=-C,,OH (P)~|~OH (S)~|~OH (T),,1255,-2.538,0,
DMSO,,OH (P)~|~OH (S)~|~OH (T),,-452.3,1.956,0,
ACRY,,OH (P)~|~OH (S)~|~OH (T),,1072,-1.248,0,
CL-(C=C),,OH (P)~|~OH (S)~|~OH (T),,959.3,0,0,
ACF,,OH (P)~|~OH (S)~|~OH (T),,1253,0,0,
DMF~|~HCON(..,,OH (P)~|~OH (S)~|~OH (T),,-366.4,1.129,0,
COO,,OH (P)~|~OH (S)~|~OH (T),,703.4,-1.383,0,
CY-CH2~|~CY-CH~|~CY-C,,OH (P)~|~OH (S)~|~OH (T),,2601,-1.25,-0.006309,
THF~|~CY-CH2O~|~TRIOXAN,,OH (P)~|~OH (S)~|~OH (T),,-238.36,5,-0.008186501,
CHCL3,,OH (P)~|~OH (S)~|~OH (T),,2985.8,-6.227,0,
NMP~|~NEP~|~NIPP~|~NTBP,,OH (P)~|~OH (S)~|~OH (T),,-516.99,2.1888,0,
CONH2~|~CONHCH3~|~CONHCH2,,OH (P)~|~OH (S)~|~OH (T),,1460.82,-5.962,0.004691,
AM(CH3)2~|~AMCH3CH2~|~AM(CH2)2,,OH (P)~|~OH (S)~|~OH (T),,-808.4,3.8321,-0.005877,
HCONHCH3~|~HCONHCH2,,OH (P)~|~OH (S)~|~OH (T),,868.681,-2.20103,0,
AC2H2S~|~AC2HS~|~AC2S,,OH (P)~|~OH (S)~|~OH (T),,7712.2,-7.6896,-0.035,
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,,OH (P)~|~OH (S)~|~OH (T),,700.05,0.2237,-0.00244,
(CH2)2SU~|~CH2SUCH,,OH (P)~|~OH (S)~|~OH (T),,942.22,-2.3183,0.001188,
CH3S~|~CH2S~|~CHS,,OH (P)~|~OH (S)~|~OH (T),,1343.95,-2.16488,0,
C3H2N2+~|~C3H3N2+,,OH (P)~|~OH (S)~|~OH (T),,147.0663,2.08434,0,
BTI-,,OH (P)~|~OH (S)~|~OH (T),,-792.988,3.87681,0,
C4H8N+,,OH (P)~|~OH (S)~|~OH (T),,1003.498,-2.48421,0,
BF4-,,OH (P)~|~OH (S)~|~OH (T),,-234.3916,4.01945,-0.0134709,
C5H5N+~|~C5H4N+,,OH (P)~|~OH (S)~|~OH (T),,1044.876,-3.71273,0,
OTF-,,OH (P)~|~OH (S)~|~OH (T),,662.1286,-3.28127,0,
-S-S-,,OH (P)~|~OH (S)~|~OH (T),,34.7132,0,0,
SO4~|~HSO4,,OH (P)~|~OH (S)~|~OH (T),,448.381,-1.61662,0.000518,
PF6,,OH (P)~|~OH (S)~|~OH (T),,1751.43,-1.09998,-0.0148923,
H2O,,CH3OH,,-524.3,4.6065,-0.004,
ACOH,,CH3OH,,265.5,-2.905,0.002283,
CH3CO~|~CH2CO,,CH3OH,,394.78,-0.36048,0,
CHO,,CH3OH,,-158.4,-0.6469,0,
CH3COO~|~CH2COO,,CH3OH,,294.76,0.3745,0,
HCOO,,CH3OH,,444.7,-0.06819,0,
CH3O~|~CH2O~|~CHO,,CH3OH,,475.2,0.1198,0,
CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,,CH3OH,,-467.95,0.65743,0,
CH3NH~|~CH2NH~|~CHNH,,CH3OH,,-278.09,-0.39888,0,
CH3N~|~CH2N,,CH3OH,,39.33,-3.354,0.006714,
ACNH2,,CH3OH,,251.2,-1.274,0.002214,
AC2H2N~|~AC2HN~|~AC2N,,CH3OH,,-230.38,-0.3825,0.0023,
CH3CN~|~CH2CN,,CH3OH,,615.01,-0.9444399,0,
COOH,,CH3OH,,1075.5,-3.4339,0,
CH2CL~|~CHCL~|~CCL,,CH3OH,,1831.2,-2.9694,0,
CH2CL2~|~CHCL2~|~CCL2,,CH3OH,,1904.4,-2.7981,0,
CCL3,,CH3OH,,893.38,0,0,
CCL4,,CH3OH,,2150,-2.813,0,
ACCL,,CH3OH,,2955,-6.383,0,
CH3NO2~|~CH2NO2~|~CHNO2,,CH3OH,,1079,-1.766,0.001238,
CS2,,CH3OH,,2645,-9.172001,0.01177,
CH3SH~|~CH2SH,,CH3OH,,1334,-1.863,0,
FURFURAL,,CH3OH,,662,-1.903,0,
DOH,,CH3OH,,-3.428,0.483,0,
I,,CH3OH,,1965,-3.858,0,
BR,,CH3OH,,648.8,0.8050001,0,
DMSO,,CH3OH,,145,-0.6343,0,
ACRY,,CH3OH,,135.9,0,0,
CL-(C=C),,CH3OH,,2421,0,0,
ACF,,CH3OH,,1235,0,0,
DMF~|~HCON(..,,CH3OH,,-269.7,1.732,0,
COO,,CH3OH,,678.1,-1.335,0,
CY-CH2~|~CY-CH~|~CY-C,,CH3OH,,2540.7,-3.5236,0,
THF~|~CY-CH2O~|~TRIOXAN,,CH3OH,,952.24,-3.3287,0.0053598,
CHCL3,,CH3OH,,4519.3,-19.456,0.025981,
CONH2~|~CONHCH3~|~CONHCH2,,CH3OH,,-52.69,-0.7465,0,
AM(CH3)2~|~AMCH3CH2~|~AM(CH2)2,,CH3OH,,-132.93,0.6584,-0.00208,
HCONHCH3~|~HCONHCH2,,CH3OH,,-195.127,1.17652,0,
AC2H2S~|~AC2HS~|~AC2S,,CH3OH,,2676.7,-5.4899,0,
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,,CH3OH,,524.52,0.4314,-0.00166,
(CH2)2SU~|~CH2SUCH,,CH3OH,,1683.48,-8.003099,0.01159,
CH3S~|~CH2S~|~CHS,,CH3OH,,641.041,0,0,
C3H2N2+~|~C3H3N2+,,CH3OH,,152.7192,2.17856,-0.0098745,
BTI-,,CH3OH,,2127.895,-4.14737,0,
C4H8N+,,CH3OH,,1142.897,-2.92427,0,
BF4-,,CH3OH,,985.4429,-2.42145,-0.0062036,
C5H5N+~|~C5H4N+,,CH3OH,,94.629,0.30192,0,
OTF-,,CH3OH,,-558.6751,1.11398,0,
-S-S-,,CH3OH,,-386.355,3.77874,0,
SO4~|~HSO4,,CH3OH,,1421.557,0.34143,0,
ACOH,,H2O,,148.4,-2.757,0.002329,
CH3CO~|~CH2CO,,H2O,,770.6,-0.5873,-0.003252,
CHO,,H2O,,512.6,-2.145,0,
CH3COO~|~CH2COO,,H2O,,311.974,-1.3412,0.001074,
HCOO,,H2O,,53.28,0,0,
CH3O~|~CH2O~|~CHO,,H2O,,433.207,-0.605276,-0.000914,
CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,,H2O,,-980.6,3.671,-0.005908,
CH3NH~|~CH2NH~|~CHNH,,H2O,,-851,1.034,0,
CH3N~|~CH2N,,H2O,,-446,-0.7738,0.002634,
ACNH2,,H2O,,-131,-0.7957,0,
AC2H2N~|~AC2HN~|~AC2N,,H2O,,-393.18,0.5546,-0.0029,
CH3CN~|~CH2CN,,H2O,,509.6,-1.916,0,
COOH,,H2O,,624.97,-4.6878,0.0052371,
CH2CL~|~CHCL~|~CCL,,H2O,,313.3,-0.5041,0,
CH2CL2~|~CHCL2~|~CCL2,,H2O,,748.2,-1.319,0,
CCL4,,H2O,,1282,-2.815,0,
ACCL,,H2O,,591.6,-3.08,0,
CH3NO2~|~CH2NO2~|~CHNO2,,H2O,,882.6,-2.606,0,
FURFURAL,,H2O,,501.4,-1.939,0,
DOH,,H2O,,-368.8,0.7775,0,
BR,,H2O,,-17.99,0,0,
DMSO,,H2O,,-370.8,0.1043,0,
ACRY,,H2O,,276.9,-0.9948,0,
DMF~|~HCON(..,,H2O,,-121.8,-0.6029,0,
COO,,H2O,,808.4,-2.929,0,
CY-CH2~|~CY-CH~|~CY-C,,H2O,,1632.9,-2.8719,0.003455,
THF~|~CY-CH2O~|~TRIOXAN,,H2O,,717.485,-1.48515,-7.44E-14,
HCOOH,,H2O,,594.45,-2.2535,0,
CHCL3,,H2O,,-523.8,3.158,0,
NMP~|~NEP~|~NIPP~|~NTBP,,H2O,,-588.21,0.9707,0,
CONH2~|~CONHCH3~|~CONHCH2,,H2O,,-649.31,1.3487,-0.001586,
AM(CH3)2~|~AMCH3CH2~|~AM(CH2)2,,H2O,,-439.58,0.3142,0,
HCONHCH3~|~HCONHCH2,,H2O,,-128.903,-0.468519,-0.000916,
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,,H2O,,952.57,-0.8437,-0.0048,
(CH2)2SU~|~CH2SUCH,,H2O,,652.86,-1.8013,0,
CH3S~|~CH2S~|~CHS,,H2O,,-270.53,0,0,
C3H2N2+~|~C3H3N2+,,H2O,,151.31,-3.00895,0.0019814,
BTI-,,H2O,,1996.724,-5.47448,0,
BF4-,,H2O,,-399.1902,0.16195,-0.0067585,
C5H5N+~|~C5H4N+,,H2O,,275.7479,-1.97057,0,
OTF-,,H2O,,385.0068,-2.49001,0,
-S-S-,,H2O,,-444.615,-0.776483,0,
SO4~|~HSO4,,H2O,,-371.2031,0.99046,-0.000807,
CH3CO~|~CH2CO,,ACOH,,-666.8,1.918,0,
CHO,,ACOH,,-410.21,0,0,
CH3COO~|~CH2COO,,ACOH,,-224.4,0,0,
CH3O~|~CH2O~|~CHO,,ACOH,,-80.58,0,0,
ACNH2,,ACOH,,-131.1,-0.9399,0.000469,
AC2H2N~|~AC2HN~|~AC2N,,ACOH,,-41.594,-3.5887,0.004,
COOH,,ACOH,,281.08,0,0,
CCL4,,ACOH,,2157,-3.718,0,
ACCL,,ACOH,,1554,0,0,
DOH,,ACOH,,191.7,0,0,
CY-CH2~|~CY-CH~|~CY-C,,ACOH,,3630,-6.23,0,
AC2H2S~|~AC2HS~|~AC2S,,ACOH,,2332.5,-4.0832,0,
CHO,,CH3CO~|~CH2CO,,-93.07999,0,0,
CH3COO~|~CH2COO,,CH3CO~|~CH2CO,,33.415,0.21913,0,
HCOO,,CH3CO~|~CH2CO,,101.3,0,0,
CH3O~|~CH2O~|~CHO,,CH3CO~|~CH2CO,,695.8,-0.9619,-0.002462,
CH3NH~|~CH2NH~|~CHNH,,CH3CO~|~CH2CO,,119.5,0,0,
CH3N~|~CH2N,,CH3CO~|~CH2CO,,2831,-13.01,0.01558,
ACNH2,,CH3CO~|~CH2CO,,1460,-13.73,0.02917,
AC2H2N~|~AC2HN~|~AC2N,,CH3CO~|~CH2CO,,307.16,-0.8161,0,
CH3CN~|~CH2CN,,CH3CO~|~CH2CO,,79.08,-0.3808,0,
COOH,,CH3CO~|~CH2CO,,178.22,-0.91676,0,
CH2CL~|~CHCL~|~CCL,,CH3CO~|~CH2CO,,55.27,0,0,
CH2CL2~|~CHCL2~|~CCL2,,CH3CO~|~CH2CO,,-218.94,1.0749,0,
CCL3,,CH3CO~|~CH2CO,,-48.641,-0.79498,0.0037129,
CCL4,,CH3CO~|~CH2CO,,155.73,1.4412,-0.0025,
ACCL,,CH3CO~|~CH2CO,,1375,2.499,0.006309,
CH3NO2~|~CH2NO2~|~CHNO2,,CH3CO~|~CH2CO,,-32.6,0.0847,0,
ACNO2,,CH3CO~|~CH2CO,,-328.1,0.3045,0,
CS2,,CH3CO~|~CH2CO,,315.3,-0.5617,0,
CH3SH~|~CH2SH,,CH3CO~|~CH2CO,,64.41,0,0,
FURFURAL,,CH3CO~|~CH2CO,,277,-1.357,0,
DOH,,CH3CO~|~CH2CO,,-72.58,0.4909,0,
I,,CH3CO~|~CH2CO,,-182,0.7905,0,
BR,,CH3CO~|~CH2CO,,319.69,-1.4362,0,
CH=-C~|~C=-C,,CH3CO~|~CH2CO,,-481.2,9.604,0,
DMSO,,CH3CO~|~CH2CO,,38.06,-0.5189,0,
CL-(C=C),,CH3CO~|~CH2CO,,-153.4,3.143,0,
DMF~|~HCON(..,,CH3CO~|~CH2CO,,1955.5,-10,0.011386,
COO,,CH3CO~|~CH2CO,,-148.3,0,0,
CY-CH2~|~CY-CH~|~CY-C,,CH3CO~|~CH2CO,,364.423,2.1022,-0.004653,
THF~|~CY-CH2O~|~TRIOXAN,,CH3CO~|~CH2CO,,80.038,-0.10124,0,
CHCL3,,CH3CO~|~CH2CO,,945.14,-3.8168,0.0045351,
CONH2~|~CONHCH3~|~CONHCH2,,CH3CO~|~CH2CO,,141.01,-0.9829,0,
AM(CH3)2~|~AMCH3CH2~|~AM(CH2)2,,CH3CO~|~CH2CO,,-116.4,0,0,
HCONHCH3~|~HCONHCH2,,CH3CO~|~CH2CO,,-201.105,0.7123,0,
AC2H2S~|~AC2HS~|~AC2S,,CH3CO~|~CH2CO,,2311.5,-6.6054,0,
C3H2N2+~|~C3H3N2+,,CH3CO~|~CH2CO,,958.3726,-4.73012,0.0047161,
BTI-,,CH3CO~|~CH2CO,,670.0023,-5.05233,0.0074865,
C4H8N+,,CH3CO~|~CH2CO,,-1504.191,4.63058,0,
BF4-,,CH3CO~|~CH2CO,,177.8232,-2.24998,0,
C5H5N+~|~C5H4N+,,CH3CO~|~CH2CO,,-30.955,-0.71244,0,
OTF-,,CH3CO~|~CH2CO,,-1449.573,4.44554,0,
SO4~|~HSO4,,CH3CO~|~CH2CO,,3306.365,0.15196,-0.0082641,
CH3COO~|~CH2COO,,CHO,,389.7,0,0,
HCOO,,CHO,,226.6,0,0,
CH3O~|~CH2O~|~CHO,,CHO,,235.7,0.1314,0,
COOH,,CHO,,-188,0,0,
CH2CL~|~CHCL~|~CCL,,CHO,,-888.3,3.426,0,
CH2CL2~|~CHCL2~|~CCL2,,CHO,,354.71,0,0,
CH3SH~|~CH2SH,,CHO,,-397.5,0,0,
FURFURAL,,CHO,,-214.8,0,0,
I,,CHO,,293.5,0,0,
CH=-C~|~C=-C,,CHO,,-93.066,0,0,
CL-(C=C),,CHO,,945.6,0,0,
DMF~|~HCON(..,,CHO,,-225.3,0,0,
CY-CH2~|~CY-CH~|~CY-C,,CHO,,1161,-0.5724,0,
HCOO,,CH3COO~|~CH2COO,,-251.7,0,0,
CH3O~|~CH2O~|~CHO,,CH3COO~|~CH2COO,,824.2,-6.009,0.008271,
CH3NH~|~CH2NH~|~CHNH,,CH3COO~|~CH2COO,,3329,-13.78,0.01193,
CH3N~|~CH2N,,CH3COO~|~CH2COO,,160.8,0.8719,0,
ACNH2,,CH3COO~|~CH2COO,,3499,-22.96,0.03543,
AC2H2N~|~AC2HN~|~AC2N,,CH3COO~|~CH2COO,,45.309,-1.4281,0,
CH3CN~|~CH2CN,,CH3COO~|~CH2COO,,139.55,-0.43665,0,
COOH,,CH3COO~|~CH2COO,,59.594,-0.71198,0,
CH2CL~|~CHCL~|~CCL,,CH3COO~|~CH2COO,,48.852,0,0,
CH2CL2~|~CHCL2~|~CCL2,,CH3COO~|~CH2COO,,-461.35,1.8569,0,
CCL4,,CH3COO~|~CH2COO,,223.4,0.1237,0,
ACCL,,CH3COO~|~CH2COO,,-788.6,1.693,0,
CH3NO2~|~CH2NO2~|~CHNO2,,CH3COO~|~CH2COO,,-50.36,0.02448,0,
CS2,,CH3COO~|~CH2COO,,280,-0.9491,0,
FURFURAL,,CH3COO~|~CH2COO,,-136.3,0,0,
DOH,,CH3COO~|~CH2COO,,69.25,0,0,
I,,CH3COO~|~CH2COO,,11.62,0,0,
BR,,CH3COO~|~CH2COO,,248.3,-1.198,0,
DMSO,,CH3COO~|~CH2COO,,-337.1,0.8843,0,
ACRY,,CH3COO~|~CH2COO,,503.5,-1.792,0,
CL-(C=C),,CH3COO~|~CH2COO,,-320,1.052,0,
DMF~|~HCON(..,,CH3COO~|~CH2COO,,16.69,-0.5966,0,
COO,,CH3COO~|~CH2COO,,3.924,-1.174,0,
CY-CH2~|~CY-CH~|~CY-C,,CH3COO~|~CH2COO,,460.8,-0.06206,4.10E-05,
THF~|~CY-CH2O~|~TRIOXAN,,CH3COO~|~CH2COO,,36.948,0,0,
HCOOH,,CH3COO~|~CH2COO,,-447.04,0,0,
CHCL3,,CH3COO~|~CH2COO,,966.35,-2.1861,0,
CONH2~|~CONHCH3~|~CONHCH2,,CH3COO~|~CH2COO,,32.71,-0.8641,0,
AM(CH3)2~|~AMCH3CH2~|~AM(CH2)2,,CH3COO~|~CH2COO,,-1031.78,3.9906,0,
HCONHCH3~|~HCONHCH2,,CH3COO~|~CH2COO,,81.6384,-1.3111,0,
(CH2)2SU~|~CH2SUCH,,CH3COO~|~CH2COO,,1915.2,-9.9994,0.0126,
CH3S~|~CH2S~|~CHS,,CH3COO~|~CH2COO,,2622.04,-11.7013,0.013472,
AC2H2N~|~AC2HN~|~AC2N,,HCOO,,-123.73,0,0,
CH3CN~|~CH2CN,,HCOO,,-33.64,0,0,
CCL4,,HCOO,,465.8,-0.7730001,0,
ACCL,,HCOO,,18.79,0,0,
CH3SH~|~CH2SH,,HCOO,,13.97,0,0,
CL-(C=C),,HCOO,,-479.1,0.8031,0,
DMF~|~HCON(..,,HCOO,,-285.5,0,0,
CY-CH2~|~CY-CH~|~CY-C,,HCOO,,509,-0.2248,0,
HCOOH,,HCOO,,-441.01,0,0,
CHCL3,,HCOO,,-597.09,2.5295,0,
AC2H2N~|~AC2HN~|~AC2N,,CH3O~|~CH2O~|~CHO,,-430.49,-0.728,0.004,
CH3CN~|~CH2CN,,CH3O~|~CH2O~|~CHO,,-588.8,1.481,-0.002636,
COOH,,CH3O~|~CH2O~|~CHO,,-310.82,0,0,
CH2CL~|~CHCL~|~CCL,,CH3O~|~CH2O~|~CHO,,872,-2.939,0.001269,
CH2CL2~|~CHCL2~|~CCL2,,CH3O~|~CH2O~|~CHO,,215.3,-2.482,0.002745,
CCL3,,CH3O~|~CH2O~|~CHO,,97.12801,-0.64386,0,
CCL4,,CH3O~|~CH2O~|~CHO,,641.2,-1.486,0,
ACCL,,CH3O~|~CH2O~|~CHO,,381.1,-5.682,0.01675,
CH3NO2~|~CH2NO2~|~CHNO2,,CH3O~|~CH2O~|~CHO,,319.6,-1.368,0,
CS2,,CH3O~|~CH2O~|~CHO,,198.5,-1.434,0,
CH3SH~|~CH2SH,,CH3O~|~CH2O~|~CHO,,-210.1,0,0,
FURFURAL,,CH3O~|~CH2O~|~CHO,,-299.6,0,0,
I,,CH3O~|~CH2O~|~CHO,,464,0,0,
CH=-C~|~C=-C,,CH3O~|~CH2O~|~CHO,,169.27,0,0,
CL-(C=C),,CH3O~|~CH2O~|~CHO,,-326.4,0.24,0,
ACF,,CH3O~|~CH2O~|~CHO,,-528.8,2.822,0,
CY-CH2~|~CY-CH~|~CY-C,,CH3O~|~CH2O~|~CHO,,-214.1,1.134,0,
THF~|~CY-CH2O~|~TRIOXAN,,CH3O~|~CH2O~|~CHO,,561.14,-0.7058,0,
HCOOH,,CH3O~|~CH2O~|~CHO,,310.75,0,0,
CHCL3,,CH3O~|~CH2O~|~CHO,,1368,-2.6254,0,
AM(CH3)2~|~AMCH3CH2~|~AM(CH2)2,,CH3O~|~CH2O~|~CHO,,-361.25,0,0,
HCONHCH3~|~HCONHCH2,,CH3O~|~CH2O~|~CHO,,-224.782,-0.410609,-4.00E-06,
(CH2)2SU~|~CH2SUCH,,CH3O~|~CH2O~|~CHO,,1163.91,-7.1332,0.00839,
-S-S-,,CH3O~|~CH2O~|~CHO,,178.501,0,0,
CH3NH~|~CH2NH~|~CHNH,,CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,,-1074,9,-0.01795,
CH3N~|~CH2N,,CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,,836.6,-5.208,0.004801,
CH3CN~|~CH2CN,,CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,,2412.2,-10.495,0.0097411,
CCL4,,CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,,333.9,-0.1415,0,
ACCL,,CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,,3873,-9.315001,0,
CH3SH~|~CH2SH,,CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,,244.4,0,0,
DMF~|~HCON(..,,CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,,-112.76,0,0,
CY-CH2~|~CY-CH~|~CY-C,,CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,,621.9,0.258,0,
THF~|~CY-CH2O~|~TRIOXAN,,CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,,182.58,0,0,
CONH2~|~CONHCH3~|~CONHCH2,,CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,,-293.93,0,0,
(CH2)2SU~|~CH2SUCH,,CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,,14.9127,0,0,
CH3N~|~CH2N,,CH3NH~|~CH2NH~|~CHNH,,-639.9,2.561,0,
CH3CN~|~CH2CN,,CH3NH~|~CH2NH~|~CHNH,,-131.9,0,0,
CCL4,,CH3NH~|~CH2NH~|~CHNH,,43.83,0,0,
ACCL,,CH3NH~|~CH2NH~|~CHNH,,-868.8,2.948,0,
ACF,,CH3NH~|~CH2NH~|~CHNH,,904.1,0,0,
