Clapeyron Database File,,,,,
modified UNIFAC 2.0 (Dortmund) Unlike Parameters [csvtype = unlike,grouptype = UNIFACDortmund],,,,
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,CH2CL2~|~CHCL2~|~CCL2,-158.85532,0.12327932,0,10.48550/arXiv.2412.12962
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,CCL3,-15.143337,0.056567382,0,10.48550/arXiv.2412.12962
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,CCL4,-10.868784,0.27372324,0,10.48550/arXiv.2412.12962
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,ACCL,177.30812,0.886606,0,10.48550/arXiv.2412.12962
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,CH3NO2~|~CH2NO2~|~CHNO2,-105.306786,-0.19634508,0,10.48550/arXiv.2412.12962
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,ACNO2,220.40826,0.21765931,0,10.48550/arXiv.2412.12962
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,CS2,327.07697,0.7754408,0,10.48550/arXiv.2412.12962
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,CH3SH~|~CH2SH,57.629242,0.16860023,0,10.48550/arXiv.2412.12962
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,FURFURAL,206.10954,0.12445467,0,10.48550/arXiv.2412.12962
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,DOH,209.94223,-0.25960627,0,10.48550/arXiv.2412.12962
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,I,191.44186,0.29951626,0,10.48550/arXiv.2412.12962
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,BR,-52.141586,0.06587128,0,10.48550/arXiv.2412.12962
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,CH=-C~|~C=-C,3.259083,0.024374777,0,10.48550/arXiv.2412.12962
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,DMSO,-80.916885,-0.092543475,0,10.48550/arXiv.2412.12962
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,ACRY,173.337,0.5378948,0,10.48550/arXiv.2412.12962
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,CL-(C=C),-0.0648464,0.30652592,0,10.48550/arXiv.2412.12962
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,ACF,-6.1829386,0.36248732,0,10.48550/arXiv.2412.12962
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,DMF~|~HCON(..,-19.538246,0.12458015,0,10.48550/arXiv.2412.12962
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,CF3~|~CF2~|~CF,-210.73145,-0.1853672,0,10.48550/arXiv.2412.12962
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,COO,-8.633113,-0.002779101,0,10.48550/arXiv.2412.12962
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,CY-CH2~|~CY-CH~|~CY-C,58.580376,-0.2439046,0,10.48550/arXiv.2412.12962
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,THF~|~CY-CH2O~|~TRIOXAN,-9.310596,-0.11026407,0,10.48550/arXiv.2412.12962
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,HCOOH,-11.766916,-0.15670517,0,10.48550/arXiv.2412.12962
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,CHCL3,-208.44795,0.24949192,0,10.48550/arXiv.2412.12962
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,NMP~|~NEP~|~NIPP~|~NTBP,-20.9999,0.17447972,0,10.48550/arXiv.2412.12962
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,CONH2~|~CONHCH3~|~CONHCH2,312.61182,-0.111309804,0,10.48550/arXiv.2412.12962
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,AM(CH3)2~|~AMCH3CH2~|~AM(CH2)2,-64.0674,0.24916485,0,10.48550/arXiv.2412.12962
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,HCONHCH3~|~HCONHCH2,103.483055,-0.1398215,0,10.48550/arXiv.2412.12962
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,AC2H2S~|~AC2HS~|~AC2S,-111.999146,0.2880978,0,10.48550/arXiv.2412.12962
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,-13.91276,0.07096246,0,10.48550/arXiv.2412.12962
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,(CH2)2SU~|~CH2SUCH,50.227222,-0.077005215,0,10.48550/arXiv.2412.12962
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,CH3S~|~CH2S~|~CHS,9.226839,0.19050264,0,10.48550/arXiv.2412.12962
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,C3H2N2+~|~C3H3N2+,-150.79294,-0.49631202,0,10.48550/arXiv.2412.12962
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,BTI-,55.59013,-0.11799969,0,10.48550/arXiv.2412.12962
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,C4H8N+,-136.11229,-0.4774803,0,10.48550/arXiv.2412.12962
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,BF4-,133.36298,-0.15842792,0,10.48550/arXiv.2412.12962
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,C5H5N+~|~C5H4N+,-170.26816,-0.09686348,0,10.48550/arXiv.2412.12962
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,OTF-,84.671646,-0.466172,0,10.48550/arXiv.2412.12962
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,-S-S-,-50.18863,-0.121732585,0,10.48550/arXiv.2412.12962
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,SO4~|~HSO4,-178.65303,-0.5699189,0,10.48550/arXiv.2412.12962
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,PF6,57.09536,-0.3642077,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,CH3~|~CH2~|~CH~|~C,28.998823,-0.5265967,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,-50.9794,-0.23967867,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,ACH~|~AC,1.0776277,0.038225163,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,ACCH3~|~ACCH2~|~ACCH,49.19695,-0.2269914,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,OH (P)~|~OH (S)~|~OH (T),1066.2755,-1.6614131,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,CH3OH,939.83655,-1.4672542,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,H2O,203.74992,-0.4652554,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,ACOH,305.03848,-0.32928908,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,CH3CO~|~CH2CO,137.11931,-0.030389262,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,HCO,366.60638,-0.2754943,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,CH3COO~|~CH2COO,49.608326,-0.169651,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,HCOO,173.28506,0.005655006,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,CH3O~|~CH2O~|~CHO,-9.239584,-0.03593063,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,254.86685,0.41733456,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,CH3NH~|~CH2NH~|~CHNH,204.00917,0.16734913,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,CH3N~|~CH2N,7.0095167,0.23540641,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,ACNH2,633.69183,0.10712318,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,AC2H2N~|~AC2HN~|~AC2N,180.51913,-0.058889564,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,CH3CN~|~CH2CN,226.32033,0.004950826,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,COOH,455.06107,-0.121542715,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,CH2CL~|~CHCL~|~CCL,-54.720055,-0.20281179,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,CH2CL2~|~CHCL2~|~CCL2,-132.58879,-0.10269613,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,CCL3,-45.862297,0.15341367,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,CCL4,-31.031845,0.07204723,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,ACCL,146.53139,0.18611325,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,CH3NO2~|~CH2NO2~|~CHNO2,16.423573,-0.18205972,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,ACNO2,354.54248,0.08521479,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,CS2,218.96162,0.44098926,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,CH3SH~|~CH2SH,68.66599,-0.029693,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,FURFURAL,319.37216,-0.34883532,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,DOH,351.6618,-0.5355885,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,I,225.13657,-0.22989573,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,BR,-34.18937,0.39059332,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,CH=-C~|~C=-C,80.69261,-0.27398807,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,DMSO,21.345833,-0.14276952,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,ACRY,227.90816,0.29344812,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,CL-(C=C),-28.794456,0.21211627,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,ACF,12.005173,0.6867063,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,DMF~|~HCON(..,85.805046,-0.1257246,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,CF3~|~CF2~|~CF,-81.23622,-0.13946678,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,COO,165.33363,-0.26970357,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,CY-CH2~|~CY-CH~|~CY-C,40.030243,-0.5393164,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,THF~|~CY-CH2O~|~TRIOXAN,36.181,-0.12483597,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,HCOOH,209.42406,-0.24355929,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,CHCL3,-160.96678,0.20188159,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,NMP~|~NEP~|~NIPP~|~NTBP,87.532166,0.18329233,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,CONH2~|~CONHCH3~|~CONHCH2,585.0089,0.22393022,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,AM(CH3)2~|~AMCH3CH2~|~AM(CH2)2,120.65589,0.245591,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,HCONHCH3~|~HCONHCH2,132.1074,0.007779293,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,AC2H2S~|~AC2HS~|~AC2S,-59.915165,0.5010072,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,47.58507,-0.25499773,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,(CH2)2SU~|~CH2SUCH,129.02704,0.24643806,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,CH3S~|~CH2S~|~CHS,40.606308,0.04924168,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,C3H2N2+~|~C3H3N2+,-101.18003,0.03278748,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,BTI-,97.91123,0.12860736,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,C4H8N+,-176.02013,-0.11988577,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,BF4-,341.99344,0.44171795,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,C5H5N+~|~C5H4N+,-197.52074,-0.17950708,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,OTF-,254.37468,0.038168754,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,-S-S-,42.04761,-0.7876443,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,SO4~|~HSO4,-114.51347,-1.4386896,0,10.48550/arXiv.2412.12962
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,PF6,181.24548,-0.09704268,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,CH3~|~CH2~|~CH~|~C,97.68736,-0.05528605,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,-54.61058,0.13167922,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,ACH~|~AC,-32.16435,0.26552913,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,ACCH3~|~ACCH2~|~ACCH,121.60171,0.21632518,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,OH (P)~|~OH (S)~|~OH (T),470.51245,-0.8811921,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,CH3OH,484.98767,-1.0253763,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,H2O,-41.28077,-0.3213543,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,ACOH,-116.5277,-0.5113882,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,CH3CO~|~CH2CO,-47.62657,-0.12572367,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,HCO,13.661591,-0.23066524,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,CH3COO~|~CH2COO,-30.341476,-0.07717089,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,HCOO,88.5249,0.019613937,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,CH3O~|~CH2O~|~CHO,-139.12079,-0.08616565,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,-109.76387,0.20688878,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,CH3NH~|~CH2NH~|~CHNH,-31.372158,0.1975879,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,CH3N~|~CH2N,-68.11289,0.04493157,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,ACNH2,102.90371,0.24304864,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,AC2H2N~|~AC2HN~|~AC2N,-132.992,0.071956135,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,CH3CN~|~CH2CN,3.830555,0.01572792,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,COOH,65.9735,-0.46166626,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,CH2CL~|~CHCL~|~CCL,-82.87426,0.05828543,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,CH2CL2~|~CHCL2~|~CCL2,-174.9675,0.12678888,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,CCL3,-31.284855,0.3745782,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,CCL4,-30.039276,0.24641858,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,ACCL,123.442795,1.0360655,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,CH3NO2~|~CH2NO2~|~CHNO2,-100.37377,0.12326867,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,ACNO2,158.19868,0.0945463,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,CS2,327.53564,0.7890841,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,CH3SH~|~CH2SH,29.08803,0.16888925,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,FURFURAL,123.49974,0.099737756,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,DOH,113.00702,-0.545581,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,I,168.78134,0.20724176,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,BR,-128.5806,0.43117496,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,CH=-C~|~C=-C,-62.586693,-0.16729893,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,DMSO,-148.76361,-0.032560058,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,ACRY,145.4426,0.41218063,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,CL-(C=C),-9.801058,0.43168864,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,ACF,24.514835,0.52321845,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,DMF~|~HCON(..,-75.2854,-0.0623834,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,CF3~|~CF2~|~CF,-193.71332,0.18417442,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,COO,-52.45233,0.08066616,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,CY-CH2~|~CY-CH~|~CY-C,80.41488,-0.114741944,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,THF~|~CY-CH2O~|~TRIOXAN,-50.579266,-0.03894118,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,HCOOH,-119.2735,-0.4836836,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,CHCL3,-235.68463,0.37841743,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,NMP~|~NEP~|~NIPP~|~NTBP,-53.20054,0.06161585,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,CONH2~|~CONHCH3~|~CONHCH2,217.19275,-0.2872646,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,AM(CH3)2~|~AMCH3CH2~|~AM(CH2)2,-176.58688,0.07525829,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,HCONHCH3~|~HCONHCH2,25.60911,-0.19031392,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,AC2H2S~|~AC2HS~|~AC2S,-128.86101,0.591112,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,-49.550037,-0.032345034,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,-64.91159,0.031708173,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,CH3S~|~CH2S~|~CHS,-67.333336,0.06495016,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,C3H2N2+~|~C3H3N2+,-131.85332,-0.3447307,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,BTI-,47.02654,-0.163489,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,C4H8N+,-125.13214,-0.41075847,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,BF4-,28.499722,-0.05252045,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,C5H5N+~|~C5H4N+,-125.87497,-0.37870222,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,OTF-,-6.354085,-0.60843307,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,-S-S-,-94.13639,-0.08654742,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,SO4~|~HSO4,-205.76805,-0.7705743,0,10.48550/arXiv.2412.12962
(CH2)2SU~|~CH2SUCH,PF6,26.069233,-0.4600993,0,10.48550/arXiv.2412.12962
CH3S~|~CH2S~|~CHS,CH3~|~CH2~|~CH~|~C,34.036182,-0.72317505,0,10.48550/arXiv.2412.12962
CH3S~|~CH2S~|~CHS,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,-100.58282,-0.4348336,0,10.48550/arXiv.2412.12962
CH3S~|~CH2S~|~CHS,ACH~|~AC,-49.75782,-0.203246,0,10.48550/arXiv.2412.12962
CH3S~|~CH2S~|~CHS,ACCH3~|~ACCH2~|~ACCH,31.44862,-0.4151029,0,10.48550/arXiv.2412.12962
CH3S~|~CH2S~|~CHS,OH (P)~|~OH (S)~|~OH (T),988.5217,-1.6618445,0,10.48550/arXiv.2412.12962
CH3S~|~CH2S~|~CHS,CH3OH,917.72144,-0.4980075,0,10.48550/arXiv.2412.12962
CH3S~|~CH2S~|~CHS,H2O,149.35721,-0.11604681,0,10.48550/arXiv.2412.12962
CH3S~|~CH2S~|~CHS,ACOH,153.55295,0.116778865,0,10.48550/arXiv.2412.12962
CH3S~|~CH2S~|~CHS,CH3CO~|~CH2CO,239.90866,-0.22041193,0,10.48550/arXiv.2412.12962
CH3S~|~CH2S~|~CHS,HCO,460.80875,-0.62819123,0,10.48550/arXiv.2412.12962
CH3S~|~CH2S~|~CHS,CH3COO~|~CH2COO,117.8338,-0.9108109,0,10.48550/arXiv.2412.12962
CH3S~|~CH2S~|~CHS,HCOO,211.27771,-0.9142917,0,10.48550/arXiv.2412.12962
CH3S~|~CH2S~|~CHS,CH3O~|~CH2O~|~CHO,19.055225,-0.3572624,0,10.48550/arXiv.2412.12962
CH3S~|~CH2S~|~CHS,CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,343.17224,-0.21477467,0,10.48550/arXiv.2412.12962
CH3S~|~CH2S~|~CHS,CH3NH~|~CH2NH~|~CHNH,327.55853,-0.4147501,0,10.48550/arXiv.2412.12962
CH3S~|~CH2S~|~CHS,CH3N~|~CH2N,-33.44976,0.29084697,0,10.48550/arXiv.2412.12962
CH3S~|~CH2S~|~CHS,ACNH2,589.103,-1.0145688,0,10.48550/arXiv.2412.12962
CH3S~|~CH2S~|~CHS,AC2H2N~|~AC2HN~|~AC2N,188.30316,0.21946542,0,10.48550/arXiv.2412.12962
CH3S~|~CH2S~|~CHS,CH3CN~|~CH2CN,313.01477,-0.39459917,0,10.48550/arXiv.2412.12962
CH3S~|~CH2S~|~CHS,COOH,249.87962,0.52470237,0,10.48550/arXiv.2412.12962
CH3S~|~CH2S~|~CHS,CH2CL~|~CHCL~|~CCL,-38.508503,-0.6334675,0,10.48550/arXiv.2412.12962
CH3S~|~CH2S~|~CHS,CH2CL2~|~CHCL2~|~CCL2,-132.05112,-0.49834484,0,10.48550/arXiv.2412.12962
CH3S~|~CH2S~|~CHS,CCL3,-123.21588,-0.05874581,0,10.48550/arXiv.2412.12962
CH3S~|~CH2S~|~CHS,CCL4,-95.69053,-0.13422783,0,10.48550/arXiv.2412.12962
CH3S~|~CH2S~|~CHS,ACCL,80.15655,-0.684282,0,10.48550/arXiv.2412.12962
CH3S~|~CH2S~|~CHS,CH3NO2~|~CH2NO2~|~CHNO2,80.86772,-0.4702162,0,10.48550/arXiv.2412.12962
CH3S~|~CH2S~|~CHS,ACNO2,355.07257,0.15457492,0,10.48550/arXiv.2412.12962
CH3S~|~CH2S~|~CHS,CS2,113.235794,0.13248405,0,10.48550/arXiv.2412.12962
CH3S~|~CH2S~|~CHS,CH3SH~|~CH2SH,64.49131,-0.33697706,0,10.48550/arXiv.2412.12962
CH3S~|~CH2S~|~CHS,FURFURAL,288.94858,-0.5028907,0,10.48550/arXiv.2412.12962
CH3S~|~CH2S~|~CHS,DOH,322.769,0.027185392,0,10.48550/arXiv.2412.12962
CH3S~|~CH2S~|~CHS,I,253.7692,-1.046697,0,10.48550/arXiv.2412.12962
CH3S~|~CH2S~|~CHS,BR,-75.35312,-0.17103219,0,10.48550/arXiv.2412.12962
CH3S~|~CH2S~|~CHS,CH=-C~|~C=-C,19.431757,-0.58164847,0,10.48550/arXiv.2412.12962
CH3S~|~CH2S~|~CHS,DMSO,57.231976,-0.25497717,0,10.48550/arXiv.2412.12962
CH3S~|~CH2S~|~CHS,ACRY,208.19212,-0.17251179,0,10.48550/arXiv.2412.12962
CH3S~|~CH2S~|~CHS,CL-(C=C),-46.86036,0.007670808,0,10.48550/arXiv.2412.12962
CH3S~|~CH2S~|~CHS,ACF,21.901712,0.32287842,0,10.48550/arXiv.2412.12962
CH3S~|~CH2S~|~CHS,DMF~|~HCON(..,169.82317,0.003702791,0,10.48550/arXiv.2412.12962
