Clapeyron Database File,,,
original UNIFAC 2.0 Unlike Parameters [csvtype = unlike,grouptype = originalUNIFAC],,
SIH3~|~SIH2~|~SIH~|~SI,COO,176.92245,10.1016/j.cej.2024.158667
SIH3~|~SIH2~|~SIH~|~SI,SIH2O~|~SIHO~|~SIO,22.099155,10.1016/j.cej.2024.158667
SIH3~|~SIH2~|~SIH~|~SI,NMP,41.133156,10.1016/j.cej.2024.158667
SIH3~|~SIH2~|~SIH~|~SI,CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,28.379494,10.1016/j.cej.2024.158667
SIH3~|~SIH2~|~SIH~|~SI,CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,209.7946,10.1016/j.cej.2024.158667
SIH3~|~SIH2~|~SIH~|~SI,C2H5O2~|~C2H4O2,104.81386,10.1016/j.cej.2024.158667
SIH3~|~SIH2~|~SIH~|~SI,CH3S~|~CH2S~|~CHS,11.0706625,10.1016/j.cej.2024.158667
SIH3~|~SIH2~|~SIH~|~SI,MORPH,-2.0315309,10.1016/j.cej.2024.158667
SIH3~|~SIH2~|~SIH~|~SI,C4H4S~|~C4H3S~|~C4H2S,45.84837,10.1016/j.cej.2024.158667
SIH3~|~SIH2~|~SIH~|~SI,NCO,122.34651,10.1016/j.cej.2024.158667
SIH3~|~SIH2~|~SIH~|~SI,CH2SuCH2~|~CH2SuCH,185.51537,10.1016/j.cej.2024.158667
SIH3~|~SIH2~|~SIH~|~SI,IMIDAZOL,68.22896,10.1016/j.cej.2024.158667
SIH3~|~SIH2~|~SIH~|~SI,BTI,132.49182,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,CH3~|~CH2~|~CH~|~C,19.801836,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,22.984547,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,ACH~|~AC,40.07222,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,ACCH3~|~ACCH2~|~ACCH,42.100014,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,OH,214.5326,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,CH3OH,229.78807,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,H2O,374.89166,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,ACOH,417.92834,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,CH3CO~|~CH2CO,56.495228,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,HCO,154.47432,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,CH3COO~|~CH2COO,20.228882,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,HCOO,51.562233,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,CH3O~|~CH2O~|~CHO~|~THF,51.287506,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,CH3NH2~|~CH2NH2~|~CHNH2,77.73204,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,CH3NH~|~CH2NH~|~CHNH,41.90378,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,CH3N~|~CH2N,13.732696,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,ACNH2,161.1426,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,C5H5N~|~C5H4N~|~C5H3N,55.40093,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,CH3CN~|~CH2CN,126.889725,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,COOH~|~HCOOH,234.3063,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,CH2CL~|~CHCL~|~CCL,55.37684,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,CH2CL2~|~CHCL2~|~CCL2,52.866856,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,CHCL3~|~CCL3,56.429142,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,CCL4,48.0872,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,ACCL,83.41298,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,CH3NO2~|~CH2NO2~|~CHNO2,130.10675,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,ACNO2,189.50636,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,CS2,90.68988,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,CH3SH~|~CH2SH,86.00624,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,FURFURAL,66.61198,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,DOH,192.617,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,I,135.54346,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,BR,126.41734,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,CH=-C~|~C=-C,57.20439,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,DMSO,62.593018,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,ACRY,78.29068,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,CL-(C=C),34.27627,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,ACF,36.099705,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,DMF~|~HCON(..,55.89914,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,CF3~|~CF2~|~CF,3.6529958,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,COO,51.583252,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,SIH3~|~SIH2~|~SIH~|~SI,-86.2014,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,NMP,76.1263,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,46.44134,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,163.32553,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,C2H5O2~|~C2H4O2,103.92345,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,CH3S~|~CH2S~|~CHS,68.83819,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,MORPH,22.52443,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,C4H4S~|~C4H3S~|~C4H2S,57.7113,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,NCO,107.780266,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,CH2SuCH2~|~CH2SuCH,153.707,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,IMIDAZOL,71.83929,10.1016/j.cej.2024.158667
SIH2O~|~SIHO~|~SIO,BTI,86.80862,10.1016/j.cej.2024.158667
NMP,CH3~|~CH2~|~CH~|~C,37.249443,10.1016/j.cej.2024.158667
NMP,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,-3.7288845,10.1016/j.cej.2024.158667
NMP,ACH~|~AC,-45.714947,10.1016/j.cej.2024.158667
NMP,ACCH3~|~ACCH2~|~ACCH,-12.273891,10.1016/j.cej.2024.158667
NMP,OH,-28.817669,10.1016/j.cej.2024.158667
NMP,CH3OH,-88.034294,10.1016/j.cej.2024.158667
NMP,H2O,-120.91183,10.1016/j.cej.2024.158667
NMP,ACOH,-267.63647,10.1016/j.cej.2024.158667
NMP,CH3CO~|~CH2CO,0.24527995,10.1016/j.cej.2024.158667
NMP,HCO,42.190742,10.1016/j.cej.2024.158667
NMP,CH3COO~|~CH2COO,16.667484,10.1016/j.cej.2024.158667
NMP,HCOO,34.979855,10.1016/j.cej.2024.158667
NMP,CH3O~|~CH2O~|~CHO~|~THF,-75.63016,10.1016/j.cej.2024.158667
NMP,CH3NH2~|~CH2NH2~|~CHNH2,-7.7590847,10.1016/j.cej.2024.158667
NMP,CH3NH~|~CH2NH~|~CHNH,83.97873,10.1016/j.cej.2024.158667
NMP,CH3N~|~CH2N,123.498795,10.1016/j.cej.2024.158667
NMP,ACNH2,96.24559,10.1016/j.cej.2024.158667
NMP,C5H5N~|~C5H4N~|~C5H3N,-39.93988,10.1016/j.cej.2024.158667
NMP,CH3CN~|~CH2CN,21.468489,10.1016/j.cej.2024.158667
NMP,COOH~|~HCOOH,-257.64032,10.1016/j.cej.2024.158667
NMP,CH2CL~|~CHCL~|~CCL,-40.159874,10.1016/j.cej.2024.158667
NMP,CH2CL2~|~CHCL2~|~CCL2,-53.39727,10.1016/j.cej.2024.158667
NMP,CHCL3~|~CCL3,-77.84911,10.1016/j.cej.2024.158667
NMP,CCL4,-45.797302,10.1016/j.cej.2024.158667
NMP,ACCL,-16.079643,10.1016/j.cej.2024.158667
NMP,CH3NO2~|~CH2NO2~|~CHNO2,-56.563015,10.1016/j.cej.2024.158667
NMP,ACNO2,-107.03645,10.1016/j.cej.2024.158667
NMP,CS2,11.896249,10.1016/j.cej.2024.158667
NMP,CH3SH~|~CH2SH,-67.03699,10.1016/j.cej.2024.158667
NMP,FURFURAL,-58.443913,10.1016/j.cej.2024.158667
NMP,DOH,30.307034,10.1016/j.cej.2024.158667
NMP,I,-28.427458,10.1016/j.cej.2024.158667
NMP,BR,-73.29704,10.1016/j.cej.2024.158667
NMP,CH=-C~|~C=-C,-61.324066,10.1016/j.cej.2024.158667
NMP,DMSO,14.446741,10.1016/j.cej.2024.158667
NMP,ACRY,-35.430405,10.1016/j.cej.2024.158667
NMP,CL-(C=C),-34.32421,10.1016/j.cej.2024.158667
NMP,ACF,37.600513,10.1016/j.cej.2024.158667
NMP,DMF~|~HCON(..,-31.19083,10.1016/j.cej.2024.158667
NMP,CF3~|~CF2~|~CF,-0.7604046,10.1016/j.cej.2024.158667
NMP,COO,73.78167,10.1016/j.cej.2024.158667
NMP,SIH3~|~SIH2~|~SIH~|~SI,21.646822,10.1016/j.cej.2024.158667
NMP,SIH2O~|~SIHO~|~SIO,-11.481881,10.1016/j.cej.2024.158667
NMP,CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,-101.09674,10.1016/j.cej.2024.158667
NMP,CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,47.92292,10.1016/j.cej.2024.158667
NMP,C2H5O2~|~C2H4O2,-47.807312,10.1016/j.cej.2024.158667
NMP,CH3S~|~CH2S~|~CHS,-50.042873,10.1016/j.cej.2024.158667
NMP,MORPH,-11.716843,10.1016/j.cej.2024.158667
NMP,C4H4S~|~C4H3S~|~C4H2S,-48.373184,10.1016/j.cej.2024.158667
NMP,NCO,-27.75711,10.1016/j.cej.2024.158667
NMP,CH2SuCH2~|~CH2SuCH,1.6544673,10.1016/j.cej.2024.158667
NMP,IMIDAZOL,-24.169266,10.1016/j.cej.2024.158667
NMP,BTI,-19.656254,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,CH3~|~CH2~|~CH~|~C,86.05503,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,51.360733,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,ACH~|~AC,1.013541,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,ACCH3~|~ACCH2~|~ACCH,70.56879,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,OH,787.5936,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,CH3OH,833.3533,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,H2O,1110.1079,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,ACOH,1532.0974,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,CH3CO~|~CH2CO,343.8709,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,HCO,612.55865,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,CH3COO~|~CH2COO,166.11855,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,HCOO,188.73383,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,CH3O~|~CH2O~|~CHO~|~THF,155.60915,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,CH3NH2~|~CH2NH2~|~CHNH2,229.04565,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,CH3NH~|~CH2NH~|~CHNH,180.01501,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,CH3N~|~CH2N,113.83891,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,ACNH2,755.2343,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,C5H5N~|~C5H4N~|~C5H3N,249.9617,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,CH3CN~|~CH2CN,434.64856,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,COOH~|~HCOOH,478.23764,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,CH2CL~|~CHCL~|~CCL,148.84192,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,CH2CL2~|~CHCL2~|~CCL2,161.00552,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,CHCL3~|~CCL3,71.99089,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,CCL4,54.41909,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,ACCL,143.64345,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,CH3NO2~|~CH2NO2~|~CHNO2,338.27692,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,ACNO2,417.89734,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,CS2,214.40662,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,CH3SH~|~CH2SH,8.714861,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,FURFURAL,170.94131,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,DOH,684.46826,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,I,268.04498,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,BR,316.84134,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,CH=-C~|~C=-C,138.69447,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,DMSO,146.21965,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,ACRY,261.88702,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,CL-(C=C),4.9920874,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,ACF,110.679214,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,DMF~|~HCON(..,3.9323745,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,CF3~|~CF2~|~CF,58.337513,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,COO,493.45758,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,SIH3~|~SIH2~|~SIH~|~SI,-254.24738,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,SIH2O~|~SIHO~|~SIO,45.899906,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,NMP,78.469284,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,471.95428,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,C2H5O2~|~C2H4O2,228.29028,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,CH3S~|~CH2S~|~CHS,76.765945,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,MORPH,51.89026,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,C4H4S~|~C4H3S~|~C4H2S,73.610275,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,NCO,316.1449,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,CH2SuCH2~|~CH2SuCH,518.15497,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,IMIDAZOL,241.22626,10.1016/j.cej.2024.158667
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,BTI,445.4842,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,CH3~|~CH2~|~CH~|~C,2.526813,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,-59.555183,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,ACH~|~AC,-83.70738,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,ACCH3~|~ACCH2~|~ACCH,-38.997257,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,OH,-88.47327,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,CH3OH,-147.54797,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,H2O,-176.43427,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,ACOH,-552.7553,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,CH3CO~|~CH2CO,-91.63992,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,HCO,-99.63136,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,CH3COO~|~CH2COO,-55.23246,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,HCOO,-8.003167,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,CH3O~|~CH2O~|~CHO~|~THF,-177.67195,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,CH3NH2~|~CH2NH2~|~CHNH2,-16.498348,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,CH3NH~|~CH2NH~|~CHNH,32.013012,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,CH3N~|~CH2N,150.99025,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,ACNH2,137.23299,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,C5H5N~|~C5H4N~|~C5H3N,-83.977585,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,CH3CN~|~CH2CN,-77.01339,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,COOH~|~HCOOH,-237.18523,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,CH2CL~|~CHCL~|~CCL,-142.4785,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,CH2CL2~|~CHCL2~|~CCL2,-198.94745,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,CHCL3~|~CCL3,-173.41586,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,CCL4,-98.5843,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,ACCL,-52.305527,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,CH3NO2~|~CH2NO2~|~CHNO2,-151.24068,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,ACNO2,-206.60652,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,CS2,-18.484447,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,CH3SH~|~CH2SH,-88.671104,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,FURFURAL,-117.88082,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,DOH,7.7787666,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,I,-110.780655,10.1016/j.cej.2024.158667
