Clapeyron Database Parameters
Asymmetric parameters for mixing Multiparameter EoS [csvtype = unlike]
species1,cas1,species2,cas2,beta_v,gamma_v,beta_T,gamma_T,source
"isooctane~|~2,2,4-trimethylpentane",540-84-1,"pxylene~|~p-xylene~|~1,4-dimethylbenzene",106-42-3,1.0,1.0,0.99929,0.99104,10.1021/acs.jced.6b00257
"isooctane~|~2,2,4-trimethylpentane",540-84-1,toluene,108-88-3,1.0,1.0,0.99502,0.9779,10.1021/acs.jced.6b00257
isopentane~|~methylbutane~|~2-methylbutane,78-78-4,r23~|~trifluoromethane,75-46-7,1.0,1.0,0.97157,0.93001,10.1021/acs.jced.6b00257
isopentane~|~methylbutane~|~2-methylbutane,78-78-4,"r245fa~|~1,1,1,3,3-pentafluoropropane",460-73-1,1.0,1.0,0.98838,0.90433,10.1021/acs.jced.6b00257
isopentane~|~methylbutane~|~2-methylbutane,78-78-4,"r365mfc~|~1,1,1,3,3-pentafluorobutane",406-58-6,1.0,1.0,1.01335,0.9238,10.1021/acs.jced.6b00257
isopentane~|~methylbutane~|~2-methylbutane,78-78-4,toluene,108-88-3,1.0,1.0,1.01022,0.99749,10.1021/acs.jced.6b00257
isobutane~|~2-methylpropane,75-28-5,propene~|~propylene,115-07-1,1.0,1.0,1.03014,1.0126,10.1021/acs.jced.6b00257
isobutane~|~2-methylpropane,75-28-5,"r1234yf~|~2,3,3,3-tetrafluoropropene~|~2,3,3,3-tetrafluoro-1-propene",754-12-1,1.0,1.0,1.0073,0.93536,10.1021/acs.jced.6b00257
isobutane~|~2-methylpropane,75-28-5,"r1234zee~|~r1234ze(e)~|~trans-1,3,3,3-tetrafluoropropene",29118-24-9,1.0,1.0,1.00591,0.9282,10.1021/acs.jced.6b00257
isobutane~|~2-methylpropane,75-28-5,r125~|~pentafluoroethane,354-33-6,1.0,1.0,0.98858,0.90644,10.1021/acs.jced.6b00257
isobutane~|~2-methylpropane,75-28-5,r13~|~chlorotrifluoromethane,75-72-9,1.0,1.0,0.99553,0.98045,10.1021/acs.jced.6b00257
isobutane~|~2-methylpropane,75-28-5,"r134a~|~tetrafluoroethane~|~1,1,1,2-tetrafluoroethane",811-97-2,1.0,1.0,1.00145,0.89668,10.1021/acs.jced.6b00257
isobutane~|~2-methylpropane,75-28-5,"r143a~|~1,1,1-trifluoroethane",420-46-2,1.0,1.0,1.00047,0.9195,10.1021/acs.jced.6b00257
isobutane~|~2-methylpropane,75-28-5,"r152a~|~difluoroethane~|~1,1-difluoroethane",75-37-6,1.0,1.0,0.99318,0.91845,10.1021/acs.jced.6b00257
isobutane~|~2-methylpropane,75-28-5,"r227ea~|~1,1,1,2,3,3,3-heptafluoropropane",431-89-0,1.0,1.0,1.01326,0.90916,10.1021/acs.jced.6b00257
isobutane~|~2-methylpropane,75-28-5,r23~|~trifluoromethane,75-46-7,1.0,1.0,0.97853,0.89794,10.1021/acs.jced.6b00257
isobutane~|~2-methylpropane,75-28-5,"r245fa~|~1,1,1,3,3-pentafluoropropane",460-73-1,1.0,1.0,1.01357,0.90803,10.1021/acs.jced.6b00257
isobutane~|~2-methylpropane,75-28-5,r32~|~difluoromethane,75-10-5,1.0,1.0,0.9765,0.86238,10.1021/acs.jced.6b00257
krypton,7439-90-9,methane,74-82-8,1.0,1.0,0.99962,0.99368,10.1021/acs.jced.6b00257
krypton,7439-90-9,oxygen,7782-44-7,1.0,1.0,0.99555,0.98848,10.1021/acs.jced.6b00257
krypton,7439-90-9,propene~|~propylene,115-07-1,1.0,1.0,0.99711,1.08746,10.1021/acs.jced.6b00257
methane,74-82-8,nitrous oxide,10024-97-2,1.0,1.0,0.98876,1.02354,10.1021/acs.jced.6b00257
methane,74-82-8,"neopentane~|~2,2-dimethylpropane",463-82-1,1.0,1.0,0.98554,1.22513,10.1021/acs.jced.6b00257
methane,74-82-8,propene~|~propylene,115-07-1,1.0,1.0,0.99563,1.11748,10.1021/acs.jced.6b00257
methane,74-82-8,sulfur dioxide,7446-09-5,1.0,1.0,1.03694,1.07082,10.1021/acs.jced.6b00257
methanol,67-56-1,mm~|~hexamethyldisiloxane,107-46-0,1.0,1.0,1.02619,0.90636,10.1021/acs.jced.6b00257
methanol,67-56-1,"mxylene~|~m-xylene~|~1,3-dimethylbenzene",108-38-3,1.0,1.0,0.99745,0.88973,10.1021/acs.jced.6b00257
methanol,67-56-1,oxygen,7782-44-7,1.0,1.0,1.07547,1.5018,10.1021/acs.jced.6b00257
methanol,67-56-1,"r134a~|~tetrafluoroethane~|~1,1,1,2-tetrafluoroethane",811-97-2,1.0,1.0,1.00779,0.98889,10.1021/acs.jced.6b00257
methanol,67-56-1,"r152a~|~difluoroethane~|~1,1-difluoroethane",75-37-6,1.0,1.0,1.01147,0.98828,10.1021/acs.jced.6b00257
methanol,67-56-1,r21~|~chfcl2~|~dichlorofluoromethane,75-43-4,1.0,1.0,1.03177,0.91282,10.1021/acs.jced.6b00257
methanol,67-56-1,r22~|~chf2cl~|~chlorodifluoromethane~|~difluorochloromethane,75-45-6,1.0,1.0,1.00262,1.03751,10.1021/acs.jced.6b00257
methanol,67-56-1,r32~|~difluoromethane,75-10-5,1.0,1.0,0.993,1.01175,10.1021/acs.jced.6b00257
methanol,67-56-1,sulfur dioxide,7446-09-5,1.0,1.0,0.97373,1.02388,10.1021/acs.jced.6b00257
methanol,67-56-1,(e)-2-butene~|~trans-2-butene,624-64-6,1.0,1.0,0.9789,0.90748,10.1021/acs.jced.6b00257
methanol,67-56-1,toluene,108-88-3,1.0,1.0,0.98203,0.891,10.1021/acs.jced.6b00257
methanol,67-56-1,water,7732-18-5,1.0,1.0,0.99676,0.96774,10.1021/acs.jced.6b00257
methanol,67-56-1,xenon,7440-63-3,1.0,1.0,0.93558,0.77335,10.1021/acs.jced.6b00257
"methyllinoleate~|~methyl (z,z)-9,12-octadecadienate",112-63-0,methyl palmitate~|~methyl hexadecanoate~|~hexadecanoicacidmethylester,112-39-0,1.0,1.0,0.9974,0.99543,10.1021/acs.jced.6b00257
mm~|~hexamethyldisiloxane,107-46-0,toluene,108-88-3,1.0,1.0,0.9991,0.97446,10.1021/acs.jced.6b00257
methyloleate~|~methyl cis-9-octadecenoate,112-62-9,methyl stearate~|~methyl octadecanoate~|~octadecanoicacidmethylester,112-61-8,1.0,1.0,0.99882,0.99836,10.1021/acs.jced.6b00257
methyl palmitate~|~methyl hexadecanoate~|~hexadecanoicacidmethylester,112-39-0,propane~|~n-propane,74-98-6,1.0,1.0,1.08514,1.21332,10.1021/acs.jced.6b00257
"mxylene~|~m-xylene~|~1,3-dimethylbenzene",108-38-3,nonane~|~n-nonane,111-84-2,1.0,1.0,1.00227,0.98031,10.1021/acs.jced.6b00257
"mxylene~|~m-xylene~|~1,3-dimethylbenzene",108-38-3,octane~|~n-octane,111-65-9,1.0,1.0,1.00031,0.99296,10.1021/acs.jced.6b00257
"mxylene~|~m-xylene~|~1,3-dimethylbenzene",108-38-3,"oxylene~|~o-xylene~|~1,2-dimethylbenzene",95-47-6,1.0,1.0,1.00073,0.99997,10.1021/acs.jced.6b00257
"mxylene~|~m-xylene~|~1,3-dimethylbenzene",108-38-3,propane~|~n-propane,74-98-6,1.0,1.0,1.00346,1.08363,10.1021/acs.jced.6b00257
"mxylene~|~m-xylene~|~1,3-dimethylbenzene",108-38-3,propene~|~propylene,115-07-1,1.0,1.0,1.00655,1.09811,10.1021/acs.jced.6b00257
"mxylene~|~m-xylene~|~1,3-dimethylbenzene",108-38-3,toluene,108-88-3,1.0,1.0,0.9965,0.99601,10.1021/acs.jced.6b00257
nitrous oxide,10024-97-2,r125~|~pentafluoroethane,354-33-6,1.0,1.0,0.97626,0.77302,10.1021/acs.jced.6b00257
"neopentane~|~2,2-dimethylpropane",463-82-1,pentane~|~n-pentane,109-66-0,1.0,1.0,1.0005,1.00236,10.1021/acs.jced.6b00257
"neopentane~|~2,2-dimethylpropane",463-82-1,propane~|~n-propane,74-98-6,1.0,1.0,1.02028,1.0591,10.1021/acs.jced.6b00257
nitrogen,7727-37-9,"pxylene~|~p-xylene~|~1,4-dimethylbenzene",106-42-3,1.0,1.0,0.99471,1.63462,10.1021/acs.jced.6b00257
nitrogen,7727-37-9,r13~|~chlorotrifluoromethane,75-72-9,1.0,1.0,0.97523,1.24069,10.1021/acs.jced.6b00257
nitrogen,7727-37-9,r14~|~perfluoromethane~|~tetrafluoromethane~|~carbon tetrafluoride,75-73-0,1.0,1.0,0.97005,1.10991,10.1021/acs.jced.6b00257
nitrogen,7727-37-9,"r227ea~|~1,1,1,2,3,3,3-heptafluoropropane",431-89-0,1.0,1.0,0.97134,1.40945,10.1021/acs.jced.6b00257
nonane~|~n-nonane,111-84-2,"oxylene~|~o-xylene~|~1,2-dimethylbenzene",95-47-6,1.0,1.0,0.9971,0.98501,10.1021/acs.jced.6b00257
nonane~|~n-nonane,111-84-2,propene~|~propylene,115-07-1,1.0,1.0,1.01604,1.11698,10.1021/acs.jced.6b00257
nonane~|~n-nonane,111-84-2,"pxylene~|~p-xylene~|~1,4-dimethylbenzene",106-42-3,1.0,1.0,1.00061,0.99387,10.1021/acs.jced.6b00257
nonane~|~n-nonane,111-84-2,toluene,108-88-3,1.0,1.0,0.99448,0.98072,10.1021/acs.jced.6b00257
"novec649~|~1,1,1,2,2,4,5,5,5-nonafluoro-4-(trifluoromethyl)-3-pentanone",756-13-8,pentane~|~n-pentane,109-66-0,1.0,1.0,0.9669,0.90539,10.1021/acs.jced.6b00257
"novec649~|~1,1,1,2,2,4,5,5,5-nonafluoro-4-(trifluoromethyl)-3-pentanone",756-13-8,re347mcc~|~heptafluoro-1-methoxypropane~|~heptafluoropropyl methyl ether,375-03-1,1.0,1.0,0.98723,0.97915,10.1021/acs.jced.6b00257
octane~|~n-octane,111-65-9,"oxylene~|~o-xylene~|~1,2-dimethylbenzene",95-47-6,1.0,1.0,0.99933,0.99245,10.1021/acs.jced.6b00257
octane~|~n-octane,111-65-9,"pxylene~|~p-xylene~|~1,4-dimethylbenzene",106-42-3,1.0,1.0,0.99788,0.98651,10.1021/acs.jced.6b00257
octane~|~n-octane,111-65-9,r12~|~dichlorodifluoromethane,75-71-8,1.0,1.0,0.99653,1.06084,10.1021/acs.jced.6b00257
octane~|~n-octane,111-65-9,toluene,108-88-3,1.0,1.0,0.99664,0.98036,10.1021/acs.jced.6b00257
oxygen,7782-44-7,sulfur dioxide,7446-09-5,1.0,1.0,0.98436,1.18081,10.1021/acs.jced.6b00257
"oxylene~|~o-xylene~|~1,2-dimethylbenzene",95-47-6,toluene,108-88-3,1.0,1.0,0.99826,1.00209,10.1021/acs.jced.6b00257
pentane~|~n-pentane,109-66-0,"r114~|~1,2-dichlorotetrafluoroethane~|~1,2-dichloro-1,1,2,2-tetrafluoroethane",76-14-2,1.0,1.0,0.99646,0.97011,10.1021/acs.jced.6b00257
pentane~|~n-pentane,109-66-0,"r1234zee~|~r1234ze(e)~|~trans-1,3,3,3-tetrafluoropropene",29118-24-9,1.0,1.0,0.98894,0.93824,10.1021/acs.jced.6b00257
pentane~|~n-pentane,109-66-0,"r141b~|~1,1-dichloro-1-fluoroethane",1717-00-6,1.0,1.0,1.0027,0.977,10.1021/acs.jced.6b00257
pentane~|~n-pentane,109-66-0,"r152a~|~difluoroethane~|~1,1-difluoroethane",75-37-6,1.0,1.0,0.98932,0.92023,10.1021/acs.jced.6b00257
pentane~|~n-pentane,109-66-0,r22~|~chf2cl~|~chlorodifluoromethane~|~difluorochloromethane,75-45-6,1.0,1.0,0.98621,0.96034,10.1021/acs.jced.6b00257
pentane~|~n-pentane,109-66-0,r23~|~trifluoromethane,75-46-7,1.0,1.0,0.96622,0.94007,10.1021/acs.jced.6b00257
pentane~|~n-pentane,109-66-0,"r245fa~|~1,1,1,3,3-pentafluoropropane",460-73-1,1.0,1.0,1.00687,0.89534,10.1021/acs.jced.6b00257
pentane~|~n-pentane,109-66-0,re347mcc~|~heptafluoro-1-methoxypropane~|~heptafluoropropyl methyl ether,375-03-1,1.0,1.0,1.00983,0.9281,10.1021/acs.jced.6b00257
pentane~|~n-pentane,109-66-0,sulfur hexafluoride,2551-62-4,1.0,1.0,0.97466,0.92912,10.1021/acs.jced.6b00257
pentane~|~n-pentane,109-66-0,toluene,108-88-3,1.0,1.0,1.00052,0.99282,10.1021/acs.jced.6b00257
propane~|~n-propane,74-98-6,propene~|~propylene,115-07-1,1.0,1.0,0.99978,0.9935,10.1021/acs.jced.6b00257
propane~|~n-propane,74-98-6,"r113~|~1,1,2-trichlorotrifluoroethane~|~1,1,2-trichloro-1,2,2-trifluoroethane",76-13-1,1.0,1.0,1.0047,1.01447,10.1021/acs.jced.6b00257
propane~|~n-propane,74-98-6,"r114~|~1,2-dichlorotetrafluoroethane~|~1,2-dichloro-1,1,2,2-tetrafluoroethane",76-14-2,1.0,1.0,1.00332,0.98055,10.1021/acs.jced.6b00257
propane~|~n-propane,74-98-6,r116~|~perfluoroethane~|~hexafluoroethane,76-16-4,1.0,1.0,1.01661,0.89173,10.1021/acs.jced.6b00257
propane~|~n-propane,74-98-6,r1216~|~perfluoropropene~|~hexafluoropropene~|~hexafluoropropylene,116-15-4,1.0,1.0,1.01214,0.92233,10.1021/acs.jced.6b00257
propane~|~n-propane,74-98-6,"r1234zee~|~r1234ze(e)~|~trans-1,3,3,3-tetrafluoropropene",29118-24-9,1.0,1.0,1.01336,0.93387,10.1021/acs.jced.6b00257
propane~|~n-propane,74-98-6,r125~|~pentafluoroethane,354-33-6,1.0,1.0,1.00883,0.89892,10.1021/acs.jced.6b00257
propane~|~n-propane,74-98-6,"r134a~|~tetrafluoroethane~|~1,1,1,2-tetrafluoroethane",811-97-2,1.0,1.0,1.01148,0.89674,10.1021/acs.jced.6b00257
propane~|~n-propane,74-98-6,"r143a~|~1,1,1-trifluoroethane",420-46-2,1.0,1.0,1.00987,0.91581,10.1021/acs.jced.6b00257
propane~|~n-propane,74-98-6,"r152a~|~difluoroethane~|~1,1-difluoroethane",75-37-6,1.0,1.0,1.01223,0.92009,10.1021/acs.jced.6b00257
propane~|~n-propane,74-98-6,"r227ea~|~1,1,1,2,3,3,3-heptafluoropropane",431-89-0,1.0,1.0,1.02125,0.91449,10.1021/acs.jced.6b00257
propane~|~n-propane,74-98-6,r23~|~trifluoromethane,75-46-7,1.0,1.0,0.98814,0.87585,10.1021/acs.jced.6b00257
propane~|~n-propane,74-98-6,"r236ea~|~1,1,1,2,3,3-hexafluoropropane",431-63-0,1.0,1.0,1.02233,0.92015,10.1021/acs.jced.6b00257
propane~|~n-propane,74-98-6,"r236fa~|~1,1,1,3,3,3-hexafluoropropane",690-39-1,1.0,1.0,1.02204,0.91493,10.1021/acs.jced.6b00257
propane~|~n-propane,74-98-6,"r245fa~|~1,1,1,3,3-pentafluoropropane",460-73-1,1.0,1.0,1.02121,0.92286,10.1021/acs.jced.6b00257
propane~|~n-propane,74-98-6,r32~|~difluoromethane,75-10-5,1.0,1.0,1.00067,0.86421,10.1021/acs.jced.6b00257
propane~|~n-propane,74-98-6,rc318~|~octafluorocyclobutane,115-25-3,1.0,1.0,1.02377,0.9232,10.1021/acs.jced.6b00257
propane~|~n-propane,74-98-6,sulfur dioxide,7446-09-5,1.0,1.0,0.99024,0.87281,10.1021/acs.jced.6b00257
propane~|~n-propane,74-98-6,toluene,108-88-3,1.0,1.0,1.00576,1.04281,10.1021/acs.jced.6b00257
propane~|~n-propane,74-98-6,xenon,7440-63-3,1.0,1.0,1.00491,1.04133,10.1021/acs.jced.6b00257
propene~|~propylene,115-07-1,"pxylene~|~p-xylene~|~1,4-dimethylbenzene",106-42-3,1.0,1.0,0.99082,1.09426,10.1021/acs.jced.6b00257
propene~|~propylene,115-07-1,"r114~|~1,2-dichlorotetrafluoroethane~|~1,2-dichloro-1,1,2,2-tetrafluoroethane",76-14-2,1.0,1.0,1.01235,0.97683,10.1021/acs.jced.6b00257
propene~|~propylene,115-07-1,"r115~|~chloropentafluoroethane~|~1-chloro-1,1,2,2,2-pentafluoroethane",76-15-3,1.0,1.0,1.01487,0.94167,10.1021/acs.jced.6b00257
propene~|~propylene,115-07-1,r116~|~perfluoroethane~|~hexafluoroethane,76-16-4,1.0,1.0,1.01401,0.87937,10.1021/acs.jced.6b00257
propene~|~propylene,115-07-1,r12~|~dichlorodifluoromethane,75-71-8,1.0,1.0,1.00271,0.9883,10.1021/acs.jced.6b00257
propene~|~propylene,115-07-1,r1216~|~perfluoropropene~|~hexafluoropropene~|~hexafluoropropylene,116-15-4,1.0,1.0,1.01903,0.93686,10.1021/acs.jced.6b00257
propene~|~propylene,115-07-1,r125~|~pentafluoroethane,354-33-6,1.0,1.0,1.00733,0.92944,10.1021/acs.jced.6b00257
propene~|~propylene,115-07-1,r13~|~chlorotrifluoromethane,75-72-9,1.0,1.0,0.99688,0.95923,10.1021/acs.jced.6b00257
propene~|~propylene,115-07-1,"r134a~|~tetrafluoroethane~|~1,1,1,2-tetrafluoroethane",811-97-2,1.0,1.0,1.0136,0.93494,10.1021/acs.jced.6b00257
propene~|~propylene,115-07-1,"r142b~|~1-chloro-1,1-difluoroethane",75-68-3,1.0,1.0,1.00653,0.9925,10.1021/acs.jced.6b00257
propene~|~propylene,115-07-1,"r152a~|~difluoroethane~|~1,1-difluoroethane",75-37-6,1.0,1.0,1.01177,0.94791,10.1021/acs.jced.6b00257
propene~|~propylene,115-07-1,r22~|~chf2cl~|~chlorodifluoromethane~|~difluorochloromethane,75-45-6,1.0,1.0,1.00095,0.97836,10.1021/acs.jced.6b00257
propene~|~propylene,115-07-1,r23~|~trifluoromethane,75-46-7,1.0,1.0,0.99184,0.9181,10.1021/acs.jced.6b00257
propene~|~propylene,115-07-1,r32~|~difluoromethane,75-10-5,1.0,1.0,0.99634,0.90627,10.1021/acs.jced.6b00257
propene~|~propylene,115-07-1,xenon,7440-63-3,1.0,1.0,0.99031,1.01223,10.1021/acs.jced.6b00257
"pxylene~|~p-xylene~|~1,4-dimethylbenzene",106-42-3,toluene,108-88-3,1.0,1.0,0.99915,0.99999,10.1021/acs.jced.6b00257
r11~|~cfcl3~|~trichlorofluoromethane,75-69-4,r12~|~dichlorodifluoromethane,75-71-8,1.0,1.0,1.00726,1.00102,10.1021/acs.jced.6b00257
r11~|~cfcl3~|~trichlorofluoromethane,75-69-4,r13~|~chlorotrifluoromethane,75-72-9,1.0,1.0,0.99697,1.01419,10.1021/acs.jced.6b00257
r11~|~cfcl3~|~trichlorofluoromethane,75-69-4,r22~|~chf2cl~|~chlorodifluoromethane~|~difluorochloromethane,75-45-6,1.0,1.0,0.9996,0.97759,10.1021/acs.jced.6b00257
r11~|~cfcl3~|~trichlorofluoromethane,75-69-4,r23~|~trifluoromethane,75-46-7,1.0,1.0,0.97898,0.94638,10.1021/acs.jced.6b00257
"r113~|~1,1,2-trichlorotrifluoroethane~|~1,1,2-trichloro-1,2,2-trifluoroethane",76-13-1,"r114~|~1,2-dichlorotetrafluoroethane~|~1,2-dichloro-1,1,2,2-tetrafluoroethane",76-14-2,1.0,1.0,0.99859,1.00476,10.1021/acs.jced.6b00257
"r113~|~1,1,2-trichlorotrifluoroethane~|~1,1,2-trichloro-1,2,2-trifluoroethane",76-13-1,r13~|~chlorotrifluoromethane,75-72-9,1.0,1.0,0.99941,1.05033,10.1021/acs.jced.6b00257
"r113~|~1,1,2-trichlorotrifluoroethane~|~1,1,2-trichloro-1,2,2-trifluoroethane",76-13-1,"r142b~|~1-chloro-1,1-difluoroethane",75-68-3,1.0,1.0,0.99666,0.98837,10.1021/acs.jced.6b00257
"r113~|~1,1,2-trichlorotrifluoroethane~|~1,1,2-trichloro-1,2,2-trifluoroethane",76-13-1,"r152a~|~difluoroethane~|~1,1-difluoroethane",75-37-6,1.0,1.0,0.98806,0.95473,10.1021/acs.jced.6b00257
"r113~|~1,1,2-trichlorotrifluoroethane~|~1,1,2-trichloro-1,2,2-trifluoroethane",76-13-1,r22~|~chf2cl~|~chlorodifluoromethane~|~difluorochloromethane,75-45-6,1.0,1.0,0.98836,0.99757,10.1021/acs.jced.6b00257
"r113~|~1,1,2-trichlorotrifluoroethane~|~1,1,2-trichloro-1,2,2-trifluoroethane",76-13-1,r23~|~trifluoromethane,75-46-7,1.0,1.0,0.97121,0.98801,10.1021/acs.jced.6b00257
"r113~|~1,1,2-trichlorotrifluoroethane~|~1,1,2-trichloro-1,2,2-trifluoroethane",76-13-1,sulfur hexafluoride,2551-62-4,1.0,1.0,1.07569,1.06961,10.1021/acs.jced.6b00257
"r114~|~1,2-dichlorotetrafluoroethane~|~1,2-dichloro-1,1,2,2-tetrafluoroethane",76-14-2,r12~|~dichlorodifluoromethane,75-71-8,1.0,1.0,1.00164,0.99126,10.1021/acs.jced.6b00257
"r114~|~1,2-dichlorotetrafluoroethane~|~1,2-dichloro-1,1,2,2-tetrafluoroethane",76-14-2,r22~|~chf2cl~|~chlorodifluoromethane~|~difluorochloromethane,75-45-6,1.0,1.0,1.003,0.9658,10.1021/acs.jced.6b00257
"r114~|~1,2-dichlorotetrafluoroethane~|~1,2-dichloro-1,1,2,2-tetrafluoroethane",76-14-2,r23~|~trifluoromethane,75-46-7,1.0,1.0,0.97633,0.9623,10.1021/acs.jced.6b00257
"r115~|~chloropentafluoroethane~|~1-chloro-1,1,2,2,2-pentafluoroethane",76-15-3,r125~|~pentafluoroethane,354-33-6,1.0,1.0,0.99972,0.96147,10.1021/acs.jced.6b00257
"r115~|~chloropentafluoroethane~|~1-chloro-1,1,2,2,2-pentafluoroethane",76-15-3,r22~|~chf2cl~|~chlorodifluoromethane~|~difluorochloromethane,75-45-6,1.0,1.0,1.01422,0.94989,10.1021/acs.jced.6b00257
r116~|~perfluoroethane~|~hexafluoroethane,76-16-4,"r134a~|~tetrafluoroethane~|~1,1,1,2-tetrafluoroethane",811-97-2,1.0,1.0,1.01284,0.93618,10.1021/acs.jced.6b00257
r116~|~perfluoroethane~|~hexafluoroethane,76-16-4,"r143a~|~1,1,1-trifluoroethane",420-46-2,1.0,1.0,1.01003,0.93499,10.1021/acs.jced.6b00257
r116~|~perfluoroethane~|~hexafluoroethane,76-16-4,r22~|~chf2cl~|~chlorodifluoromethane~|~difluorochloromethane,75-45-6,1.0,1.0,0.99671,0.91302,10.1021/acs.jced.6b00257
r116~|~perfluoroethane~|~hexafluoroethane,76-16-4,r23~|~trifluoromethane,75-46-7,1.0,1.0,0.99695,0.91114,10.1021/acs.jced.6b00257
r12~|~dichlorodifluoromethane,75-71-8,r1216~|~perfluoropropene~|~hexafluoropropene~|~hexafluoropropylene,116-15-4,1.0,1.0,0.99964,0.97942,10.1021/acs.jced.6b00257
r12~|~dichlorodifluoromethane,75-71-8,r13~|~chlorotrifluoromethane,75-72-9,1.0,1.0,0.99071,0.97345,10.1021/acs.jced.6b00257
r12~|~dichlorodifluoromethane,75-71-8,"r134a~|~tetrafluoroethane~|~1,1,1,2-tetrafluoroethane",811-97-2,1.0,1.0,1.0075,0.941,10.1021/acs.jced.6b00257
r12~|~dichlorodifluoromethane,75-71-8,"r142b~|~1-chloro-1,1-difluoroethane",75-68-3,1.0,1.0,1.01193,0.9765,10.1021/acs.jced.6b00257
r12~|~dichlorodifluoromethane,75-71-8,"r143a~|~1,1,1-trifluoroethane",420-46-2,1.0,1.0,0.9859,0.95199,10.1021/acs.jced.6b00257
r12~|~dichlorodifluoromethane,75-71-8,"r152a~|~difluoroethane~|~1,1-difluoroethane",75-37-6,1.0,1.0,1.01876,0.94387,10.1021/acs.jced.6b00257
r12~|~dichlorodifluoromethane,75-71-8,r22~|~chf2cl~|~chlorodifluoromethane~|~difluorochloromethane,75-45-6,1.0,1.0,0.99654,0.96477,10.1021/acs.jced.6b00257
r12~|~dichlorodifluoromethane,75-71-8,r23~|~trifluoromethane,75-46-7,1.0,1.0,0.99206,0.93086,10.1021/acs.jced.6b00257
r12~|~dichlorodifluoromethane,75-71-8,rc318~|~octafluorocyclobutane,115-25-3,1.0,1.0,1.00226,0.96907,10.1021/acs.jced.6b00257
r1216~|~perfluoropropene~|~hexafluoropropene~|~hexafluoropropylene,116-15-4,"r123~|~1,1-dichloro-2,2,2-trifluoroethane~|~2,2-dichloro-1,1,1-trifluoroethane",306-83-2,1.0,1.0,1.00494,0.97467,10.1021/acs.jced.6b00257
r1216~|~perfluoropropene~|~hexafluoropropene~|~hexafluoropropylene,116-15-4,r22~|~chf2cl~|~chlorodifluoromethane~|~difluorochloromethane,75-45-6,1.0,1.0,0.99593,0.96186,10.1021/acs.jced.6b00257
r1216~|~perfluoropropene~|~hexafluoropropene~|~hexafluoropropylene,116-15-4,rc318~|~octafluorocyclobutane,115-25-3,1.0,1.0,1.00387,1.00433,10.1021/acs.jced.6b00257
"r123~|~1,1-dichloro-2,2,2-trifluoroethane~|~2,2-dichloro-1,1,1-trifluoroethane",306-83-2,"r134a~|~tetrafluoroethane~|~1,1,1,2-tetrafluoroethane",811-97-2,1.0,1.0,0.99393,0.98277,10.1021/acs.jced.6b00257
"r123~|~1,1-dichloro-2,2,2-trifluoroethane~|~2,2-dichloro-1,1,1-trifluoroethane",306-83-2,r22~|~chf2cl~|~chlorodifluoromethane~|~difluorochloromethane,75-45-6,1.0,1.0,0.99482,1.01277,10.1021/acs.jced.6b00257
"r123~|~1,1-dichloro-2,2,2-trifluoroethane~|~2,2-dichloro-1,1,1-trifluoroethane",306-83-2,r32~|~difluoromethane,75-10-5,1.0,1.0,0.98824,0.98194,10.1021/acs.jced.6b00257
"r123~|~1,1-dichloro-2,2,2-trifluoroethane~|~2,2-dichloro-1,1,1-trifluoroethane",306-83-2,water,7732-18-5,1.0,1.0,1.09996,0.95847,10.1021/acs.jced.6b00257
"r1234yf~|~2,3,3,3-tetrafluoropropene~|~2,3,3,3-tetrafluoro-1-propene",754-12-1,r125~|~pentafluoroethane,354-33-6,1.0,1.0,0.99915,0.99876,10.1021/acs.jced.6b00257
"r1234yf~|~2,3,3,3-tetrafluoropropene~|~2,3,3,3-tetrafluoro-1-propene",754-12-1,"r134a~|~tetrafluoroethane~|~1,1,1,2-tetrafluoroethane",811-97-2,1.0,1.0,0.99972,0.98643,10.1021/acs.jced.6b00257
"r1234yf~|~2,3,3,3-tetrafluoropropene~|~2,3,3,3-tetrafluoro-1-propene",754-12-1,"r143a~|~1,1,1-trifluoroethane",420-46-2,1.0,1.0,1.00024,0.99523,10.1021/acs.jced.6b00257
"r1234yf~|~2,3,3,3-tetrafluoropropene~|~2,3,3,3-tetrafluoro-1-propene",754-12-1,"r152a~|~difluoroethane~|~1,1-difluoroethane",75-37-6,1.0,1.0,0.9963,0.98112,10.1021/acs.jced.6b00257
"r1234yf~|~2,3,3,3-tetrafluoropropene~|~2,3,3,3-tetrafluoro-1-propene",754-12-1,r161~|~fluoroethane~|~ethyl fluoride,353-36-6,1.0,1.0,0.99781,0.98828,10.1021/acs.jced.6b00257
"r1234yf~|~2,3,3,3-tetrafluoropropene~|~2,3,3,3-tetrafluoro-1-propene",754-12-1,"r227ea~|~1,1,1,2,3,3,3-heptafluoropropane",431-89-0,1.0,1.0,0.99938,0.99916,10.1021/acs.jced.6b00257
"r1234zee~|~r1234ze(e)~|~trans-1,3,3,3-tetrafluoropropene",29118-24-9,"r152a~|~difluoroethane~|~1,1-difluoroethane",75-37-6,1.0,1.0,0.99902,0.99579,10.1021/acs.jced.6b00257
"r124~|~1-chloro-1,2,2,2-tetrafluoroethane~|~2-chloro-1,1,1,2-tetrafluoroethane",2837-89-0,"r134a~|~tetrafluoroethane~|~1,1,1,2-tetrafluoroethane",811-97-2,1.0,1.0,0.99881,0.98961,10.1021/acs.jced.6b00257
